country,is_payer,vertical,subvertical,inactivity_days,return_rate_percentage,total_users_inactive,returning_users,,
AUS,payer,Gaming,Other Gaming,1,66.69,65980,43999,,
AUS,payer,non-gaming,News,3,66.67,3,2,,
AUS,payer,non-gaming,News,4,66.67,3,2,,
AUS,payer,non-gaming,News,5,66.67,3,2,,
AUS,payer,non-gaming,News,6,66.67,3,2,,
AUS,payer,non-gaming,News,7,66.67,3,2,,
AUS,payer,non-gaming,News,8,66.67,3,2,,
BRA,payer,non-gaming,E-Commerce,26,66.64,38367,25568,,
KOR,payer,non-gaming,Generative AI,1,66.57,3437,2288,,
DEU,payer,non-gaming,E-Commerce,2,66.51,1266,842,,
KOR,payer,non-gaming,Loyalty,2,66.4,18848,12516,,
CAN,payer,Gaming,Other Gaming,1,66.37,136757,90762,,
KOR,payer,non-gaming,Education,3,66.35,624,414,,
BRA,payer,Gaming,MidCore,1,66.29,117148,77652,,
KOR,payer,non-gaming,Other Consumer,4,66.11,11934,7890,,
FRA,payer,non-gaming,Education,2,66.07,112,74,,
DEU,non-payer,non-gaming,News,4,66.04,268,177,,
USA,payer,non-gaming,RMG,3,66.01,20469,13512,,
KOR,payer,non-gaming,On-Demand,10,65.97,10702,7060,,
BRA,payer,non-gaming,On-Demand,1,65.96,1695,1118,,
BRA,payer,non-gaming,E-Commerce,27,65.95,36981,24390,,
FRA,non-payer,non-gaming,E-Commerce,2,65.91,64676,42630,,
IDN,payer,non-gaming,On-Demand,5,65.77,149,98,,
AUS,payer,non-gaming,Entertainment,2,65.73,1351,888,,
DEU,payer,non-gaming,Other Consumer,9,65.72,10667,7010,,
FRA,payer,non-gaming,E-Commerce,6,65.67,1343,882,,
FRA,payer,non-gaming,Travel,6,65.5,1681,1101,,
DEU,payer,non-gaming,Travel,7,65.48,1260,825,,
KOR,payer,non-gaming,Health & Fitness,4,65.47,6398,4189,,
CAN,payer,Gaming,Casino,2,65.38,6042,3950,,
BRA,payer,non-gaming,E-Commerce,28,65.29,35717,23321,,
AUS,payer,non-gaming,Finance (Financial Health & Banking),2,65.13,195,127,,
USA,payer,non-gaming,E-Commerce,1,65.12,4114,2679,,
DEU,payer,non-gaming,Loyalty,1,65.07,37914,24670,,
KOR,payer,non-gaming,On-Demand,11,65.05,10260,6674,,
FRA,non-payer,non-gaming,RMG,1,65.02,7810,5078,,
IND,payer,Gaming,MidCore,3,64.94,298670,193959,,
FRA,non-payer,non-gaming,News,3,64.93,710,461,,
KOR,payer,non-gaming,E-Commerce,6,64.92,5659,3674,,
FRA,payer,Gaming,Casino,2,64.7,3210,2077,,
BRA,payer,non-gaming,E-Commerce,29,64.66,34534,22331,,
USA,payer,non-gaming,On-Demand,4,64.49,16529,10659,,
AUS,payer,Gaming,Hypercasual,1,64.13,8071,5176,,
DEU,payer,non-gaming,On-Demand,3,64.08,1843,1181,,
KOR,payer,non-gaming,Finance (Financial Health & Banking),3,64.07,821,526,,
BRA,payer,non-gaming,E-Commerce,30,64.05,33364,21369,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),1,64.03,1240,794,,
USA,payer,Gaming,Casino,2,64.03,94758,60670,,
KOR,payer,non-gaming,On-Demand,12,63.94,9805,6269,,
FRA,payer,non-gaming,Entertainment,2,63.93,4286,2740,,
BRA,payer,Gaming,Casino,1,63.87,30893,19730,,
DEU,payer,non-gaming,Travel,8,63.81,1191,760,,
AUS,payer,non-gaming,Other Consumer,1,63.71,631,402,,
DEU,payer,non-gaming,Other Consumer,10,63.69,9970,6350,,
FRA,payer,non-gaming,Loyalty,1,63.64,37317,23750,,
KOR,non-payer,non-gaming,E-Commerce,3,63.63,258591,164530,,
DEU,non-payer,non-gaming,News,5,63.45,238,151,,
AUS,payer,non-gaming,Travel,5,63.41,82,52,,
USA,payer,non-gaming,Finance (Trading & Investing),1,63.39,3035,1924,,
CAN,payer,non-gaming,Finance (Trading & Investing),2,63.39,112,71,,
FRA,payer,non-gaming,E-Commerce,7,63.31,1240,785,,
KOR,payer,non-gaming,Other Consumer,5,63.25,10992,6952,,
KOR,payer,non-gaming,Utility & Productivity,2,63.22,3502,2214,,
USA,payer,non-gaming,Unclassified,2,63.02,48839,30777,,
AUS,payer,Gaming,MidCore,1,62.93,15531,9773,,
USA,payer,Gaming,Other Gaming,1,62.89,1435037,902479,,
KOR,payer,non-gaming,On-Demand,13,62.81,9394,5900,,
BRA,payer,non-gaming,Finance (Financial Health & Banking),4,62.66,13527,8476,,
DEU,payer,non-gaming,Travel,9,62.65,1138,713,,
KOR,payer,non-gaming,Social,1,62.63,2839,1778,,
KOR,payer,Gaming,MidCore,1,62.62,224286,140440,,
KOR,payer,non-gaming,Entertainment,1,62.59,17411,10898,,
BRA,payer,non-gaming,Generative AI,1,62.54,355,222,,
IDN,payer,non-gaming,On-Demand,6,62.5,136,85,,
DEU,payer,non-gaming,E-Commerce,3,62.46,1124,702,,
FRA,payer,non-gaming,Travel,7,62.35,1530,954,,
KOR,payer,non-gaming,Finance (Trading & Investing),5,62.28,5045,3142,,
USA,payer,non-gaming,On-Demand,5,62.26,15395,9585,,
AUS,payer,non-gaming,Finance (Trading & Investing),1,61.88,160,99,,
DEU,payer,non-gaming,Other Consumer,11,61.81,9356,5783,,
IDN,payer,non-gaming,Entertainment,3,61.74,11798,7284,,
CAN,payer,non-gaming,Finance (Financial Health & Banking),3,61.73,162,100,,
CAN,payer,Gaming,MidCore,1,61.72,23492,14499,,
BRA,payer,non-gaming,Entertainment,3,61.71,15632,9647,,
CAN,payer,non-gaming,On-Demand,1,61.65,206,127,,
IDN,non-payer,non-gaming,On-Demand,2,61.62,73028,45000,,
KOR,payer,non-gaming,E-Commerce,7,61.55,5136,3161,,
KOR,payer,non-gaming,Education,4,61.48,540,332,,
KOR,payer,non-gaming,On-Demand,14,61.46,8947,5499,,
IND,payer,non-gaming,Finance (Trading & Investing),1,61.33,275823,169160,,
FRA,non-payer,non-gaming,E-Commerce,3,61.31,56594,34700,,
IDN,payer,non-gaming,On-Demand,7,61.24,129,79,,
FRA,payer,non-gaming,E-Commerce,8,61.15,1166,713,,
DEU,payer,non-gaming,On-Demand,4,61.09,1699,1038,,
KOR,payer,non-gaming,Travel,3,61.08,17057,10419,,
KOR,payer,non-gaming,Other Consumer,6,60.99,10328,6299,,
DEU,payer,non-gaming,Travel,10,60.97,1076,656,,
USA,payer,non-gaming,RMG,4,60.94,17739,10810,,
CAN,payer,Gaming,Hypercasual,1,60.82,14593,8876,,
AUS,payer,non-gaming,Entertainment,3,60.75,1177,715,,
IDN,payer,non-gaming,Other Consumer,1,60.7,710,431,,
KOR,payer,non-gaming,On-Demand,15,60.55,8586,5199,,
KOR,payer,non-gaming,Health & Fitness,5,60.51,5581,3377,,
AUS,payer,non-gaming,Loyalty,2,60.46,7879,4764,,
FRA,payer,non-gaming,Travel,8,60.44,1446,874,,
FRA,non-payer,Gaming,Casino,1,60.41,44098,26641,,
IDN,payer,Gaming,Casino,2,60.37,23204,14009,,
KOR,payer,non-gaming,Utility & Productivity,3,60.27,3217,1939,,
DEU,payer,non-gaming,Travel,11,60.27,1037,625,,
CAN,payer,non-gaming,Entertainment,2,60.14,5263,3165,,
USA,payer,non-gaming,On-Demand,6,60.13,14438,8682,,
IDN,payer,Gaming,MidCore,1,60.13,81304,48885,,
FRA,payer,Gaming,MidCore,1,60.07,47188,28345,,
DEU,payer,non-gaming,Social,1,60.06,12920,7760,,
DEU,payer,non-gaming,Other Consumer,12,60.01,8847,5309,,
BRA,payer,Gaming,Other Gaming,1,60.01,571210,342758,,
FRA,payer,non-gaming,Education,3,60,95,57,,
AUS,payer,Gaming,Casino,3,59.92,3064,1836,,
USA,payer,non-gaming,Finance (Financial Health & Banking),2,59.91,9520,5703,,
DEU,payer,Gaming,Other Gaming,2,59.8,226590,135506,,
KOR,payer,non-gaming,On-Demand,16,59.66,8309,4957,,
DEU,non-payer,non-gaming,News,6,59.53,215,128,,
IDN,payer,Gaming,Other Gaming,1,59.51,79338,47216,,
AUS,payer,non-gaming,Travel,6,59.46,74,44,,
DEU,payer,Gaming,MidCore,1,59.44,70667,42004,,
FRA,payer,non-gaming,E-Commerce,9,59.37,1105,656,,
IND,payer,non-gaming,Entertainment,1,59.31,7732,4586,,
USA,payer,Gaming,Hypercasual,1,59.31,205396,121820,,
FRA,non-payer,non-gaming,News,4,59.28,609,361,,
DEU,payer,non-gaming,Finance (Financial Health & Banking),2,59.24,1283,760,,
KOR,payer,non-gaming,On-Demand,17,59.05,8046,4751,,
