country,is_payer,vertical,subvertical,inactivity_days,return_rate_percentage,total_users_inactive,returning_users,,
CAN,non-payer,non-gaming,Generative AI,18,4.27,11935,510,,
USA,non-payer,non-gaming,News,4,4.26,38046,1622,,
KOR,non-payer,non-gaming,Social,15,4.26,24232,1032,,
FRA,payer,non-gaming,Health & Fitness,30,4.26,3006,128,,
IND,non-payer,Gaming,MidCore,30,4.26,1232250,52463,,
IND,non-payer,non-gaming,E-Commerce,2,4.25,672307,28553,,
IND,non-payer,non-gaming,Loyalty,10,4.25,247741,10525,,
IDN,payer,non-gaming,E-Commerce,12,4.25,424,18,,
USA,non-payer,non-gaming,Education,26,4.25,10934,465,,
FRA,non-payer,non-gaming,Education,29,4.25,964,41,,
CAN,non-payer,Gaming,Hypercasual,20,4.25,26467,1126,,
BRA,non-payer,Gaming,Other Gaming,25,4.25,637338,27083,,
CAN,non-payer,Gaming,Casino,26,4.25,32208,1370,,
AUS,non-payer,Gaming,Hypercasual,26,4.25,15291,650,,
IDN,payer,Gaming,Casino,28,4.25,9451,402,,
IND,non-payer,non-gaming,Education,11,4.24,45775,1939,,
BRA,non-payer,non-gaming,Social,18,4.24,162355,6876,,
KOR,non-payer,non-gaming,Dating,19,4.24,11397,483,,
FRA,non-payer,non-gaming,Other Consumer,22,4.24,48570,2057,,
BRA,non-payer,non-gaming,Generative AI,24,4.24,7422,315,,
DEU,non-payer,Gaming,Hypercasual,20,4.24,117995,5007,,
IND,non-payer,non-gaming,Entertainment,22,4.23,198420,8387,,
FRA,payer,non-gaming,Dating,25,4.23,1584,67,,
KOR,payer,non-gaming,Loyalty,27,4.23,6497,275,,
FRA,non-payer,Gaming,Hypercasual,21,4.23,83547,3531,,
IND,payer,non-gaming,Travel,8,4.22,1658,70,,
AUS,non-payer,non-gaming,E-Commerce,11,4.22,17234,728,,
FRA,payer,non-gaming,Finance (Trading & Investing),20,4.22,1232,52,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),23,4.22,6806,287,,
USA,non-payer,non-gaming,Generative AI,23,4.22,304759,12848,,
BRA,payer,non-gaming,Finance (Trading & Investing),30,4.22,10171,429,,
BRA,non-payer,Gaming,Casino,18,4.22,84966,3589,,
IDN,non-payer,non-gaming,Generative AI,18,4.21,927,39,,
AUS,non-payer,non-gaming,Loyalty,30,4.21,6696,282,,
AUS,non-payer,non-gaming,Dating,9,4.2,7327,308,,
BRA,non-payer,non-gaming,Utility & Productivity,9,4.2,80983,3398,,
DEU,payer,non-gaming,Finance (Trading & Investing),14,4.2,1879,79,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),21,4.2,26947,1131,,
DEU,non-payer,non-gaming,Generative AI,24,4.2,27566,1159,,
DEU,non-payer,non-gaming,Health & Fitness,28,4.2,56935,2394,,
KOR,non-payer,non-gaming,Finance (Financial Health & Banking),9,4.19,52671,2207,,
FRA,non-payer,non-gaming,Health & Fitness,10,4.19,33840,1418,,
IND,non-payer,non-gaming,News,13,4.19,22455,940,,
USA,non-payer,non-gaming,Dating,16,4.19,175612,7355,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),20,4.19,12811,537,,
CAN,non-payer,non-gaming,On-Demand,20,4.19,12607,528,,
AUS,non-payer,non-gaming,Other Consumer,26,4.19,4440,186,,
DEU,non-payer,non-gaming,Loyalty,30,4.19,26301,1102,,
KOR,non-payer,non-gaming,Entertainment,22,4.18,71815,3001,,
IND,payer,non-gaming,Dating,25,4.18,87523,3661,,
AUS,non-payer,Gaming,MidCore,28,4.18,56200,2351,,
CAN,non-payer,non-gaming,Health & Fitness,11,4.17,7525,314,,
IND,payer,non-gaming,Health & Fitness,11,4.17,96,4,,
IND,payer,non-gaming,Health & Fitness,12,4.17,96,4,,
IND,payer,non-gaming,Health & Fitness,13,4.17,96,4,,
IND,payer,non-gaming,Health & Fitness,14,4.17,96,4,,
IND,payer,non-gaming,Health & Fitness,15,4.17,96,4,,
IND,payer,non-gaming,Health & Fitness,16,4.17,96,4,,
BRA,payer,non-gaming,Education,23,4.17,144,6,,
BRA,payer,non-gaming,Education,24,4.17,144,6,,
BRA,payer,non-gaming,Education,25,4.17,144,6,,
BRA,payer,non-gaming,Education,26,4.17,144,6,,
BRA,payer,non-gaming,Education,27,4.17,144,6,,
BRA,payer,non-gaming,Education,28,4.17,144,6,,
BRA,payer,non-gaming,Education,29,4.17,144,6,,
BRA,payer,non-gaming,Education,30,4.17,144,6,,
CAN,payer,non-gaming,Education,30,4.17,24,1,,
IDN,non-payer,Gaming,Casino,13,4.17,97491,4061,,
IDN,non-payer,Gaming,MidCore,21,4.17,516319,21545,,
KOR,non-payer,Gaming,Other Gaming,27,4.17,155496,6484,,
KOR,non-payer,Gaming,MidCore,28,4.17,591581,24695,,
IDN,non-payer,non-gaming,Social,16,4.16,637919,26553,,
KOR,payer,non-gaming,Loyalty,28,4.16,6489,270,,
IND,non-payer,Gaming,Hypercasual,16,4.16,694608,28905,,
DEU,non-payer,Gaming,MidCore,28,4.16,244943,10186,,
FRA,non-payer,non-gaming,Dating,23,4.15,34520,1434,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),30,4.15,2266,94,,
IND,non-payer,non-gaming,Finance (Financial Health & Banking),2,4.14,970046,40135,,
IND,payer,non-gaming,On-Demand,16,4.14,151597,6273,,
AUS,non-payer,non-gaming,Generative AI,18,4.14,6975,289,,
CAN,non-payer,non-gaming,Other Consumer,18,4.14,6019,249,,
FRA,non-payer,non-gaming,Generative AI,19,4.14,58251,2409,,
KOR,non-payer,Gaming,Hypercasual,17,4.14,24584,1019,,
BRA,non-payer,non-gaming,Travel,4,4.13,4746,196,,
BRA,non-payer,non-gaming,Generative AI,25,4.13,7411,306,,
USA,non-payer,non-gaming,Loyalty,28,4.13,230190,9498,,
IDN,non-payer,non-gaming,E-Commerce,29,4.13,268295,11076,,
CAN,non-payer,non-gaming,RMG,9,4.12,4300,177,,
IND,non-payer,non-gaming,Dating,11,4.12,1868420,76921,,
IND,non-payer,non-gaming,Health & Fitness,11,4.12,5321,219,,
BRA,non-payer,non-gaming,Finance (Trading & Investing),21,4.12,93888,3864,,
IDN,non-payer,non-gaming,Loyalty,27,4.12,40510,1670,,
DEU,non-payer,non-gaming,Health & Fitness,29,4.12,56854,2343,,
IND,payer,non-gaming,RMG,7,4.11,3138,129,,
IDN,non-payer,non-gaming,News,8,4.11,23361,959,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),27,4.11,75114,3088,,
DEU,non-payer,non-gaming,Education,29,4.11,1022,42,,
DEU,non-payer,non-gaming,Education,30,4.11,1022,42,,
FRA,non-payer,Gaming,MidCore,29,4.11,173481,7124,,
CAN,non-payer,non-gaming,Travel,7,4.1,439,18,,
IDN,non-payer,non-gaming,Generative AI,19,4.1,926,38,,
AUS,non-payer,non-gaming,Health & Fitness,20,4.1,3098,127,,
IND,non-payer,non-gaming,On-Demand,22,4.1,1315274,53954,,
IDN,non-payer,Gaming,Hypercasual,14,4.1,73823,3027,,
CAN,non-payer,non-gaming,Utility & Productivity,11,4.09,13917,569,,
IND,payer,non-gaming,Education,14,4.09,9596,392,,
KOR,non-payer,non-gaming,Loyalty,16,4.09,12665,518,,
DEU,non-payer,non-gaming,Dating,17,4.09,36169,1479,,
BRA,non-payer,non-gaming,Social,19,4.09,162045,6633,,
USA,non-payer,non-gaming,Education,27,4.09,10903,446,,
USA,non-payer,Gaming,Hypercasual,12,4.09,71839,2938,,
BRA,non-payer,Gaming,Hypercasual,15,4.09,259984,10625,,
IDN,payer,non-gaming,Health & Fitness,6,4.08,98,4,,
IDN,non-payer,non-gaming,Other Consumer,14,4.08,11837,483,,
AUS,non-payer,non-gaming,Utility & Productivity,15,4.08,10739,438,,
KOR,payer,non-gaming,Dating,21,4.08,957,39,,
KOR,payer,non-gaming,Finance (Trading & Investing),27,4.08,1959,80,,
IND,payer,Gaming,Casino,26,4.08,21658,883,,
IDN,non-payer,non-gaming,Dating,12,4.07,126183,5132,,
KOR,non-payer,non-gaming,News,12,4.07,1843,75,,
IND,payer,non-gaming,Other Consumer,19,4.07,7368,300,,
KOR,payer,non-gaming,RMG,20,4.07,491,20,,
IDN,non-payer,Gaming,Other Gaming,21,4.07,192724,7845,,
KOR,non-payer,non-gaming,Generative AI,23,4.06,76972,3124,,
USA,non-payer,non-gaming,Generative AI,24,4.06,304148,12363,,
IND,payer,non-gaming,Dating,26,4.06,87368,3551,,
BRA,non-payer,Gaming,MidCore,22,4.06,1356112,55057,,
KOR,non-payer,non-gaming,Dating,20,4.05,11371,461,,
IND,non-payer,non-gaming,Entertainment,23,4.05,197994,8020,,
BRA,non-payer,non-gaming,Generative AI,26,4.05,7402,300,,
CAN,non-payer,Gaming,Hypercasual,21,4.05,26403,1069,,
DEU,non-payer,Gaming,Hypercasual,21,4.05,117720,4767,,
IDN,payer,Gaming,Hypercasual,27,4.05,13757,557,,
BRA,non-payer,non-gaming,Health & Fitness,5,4.04,20433,825,,
FRA,non-payer,non-gaming,Health & Fitness,11,4.04,33768,1365,,
BRA,non-payer,non-gaming,Other Consumer,16,4.04,39653,1602,,
CAN,non-payer,non-gaming,On-Demand,21,4.04,12581,508,,
AUS,non-payer,non-gaming,Other Consumer,27,4.04,4432,179,,
FRA,non-payer,Gaming,Hypercasual,22,4.04,83360,3368,,
BRA,non-payer,Gaming,Other Gaming,26,4.04,635645,25656,,
AUS,non-payer,Gaming,MidCore,29,4.04,56091,2268,,
IDN,payer,Gaming,Casino,29,4.04,9428,381,,
BRA,non-payer,non-gaming,Dating,6,4.03,326823,13176,,
IND,non-payer,non-gaming,Social,8,4.03,1471444,59302,,
CAN,non-payer,non-gaming,Generative AI,19,4.03,11902,480,,
BRA,non-payer,non-gaming,On-Demand,21,4.03,152332,6134,,
FRA,non-payer,non-gaming,Dating,24,4.03,34451,1390,,
KOR,payer,non-gaming,Loyalty,29,4.03,6477,261,,
AUS,non-payer,Gaming,Hypercasual,27,4.03,15252,615,,
CAN,non-payer,non-gaming,Health & Fitness,12,4.02,7513,302,,
IDN,payer,non-gaming,E-Commerce,13,4.02,423,17,,
KOR,non-payer,non-gaming,RMG,14,4.02,25535,1026,,
FRA,non-payer,non-gaming,Finance (Trading & Investing),16,4.02,26600,1068,,
KOR,non-payer,non-gaming,Other Consumer,25,4.02,73637,2959,,
CAN,non-payer,Gaming,Casino,27,4.02,32122,1291,,
KOR,non-payer,Gaming,MidCore,29,4.02,590371,23728,,
IND,non-payer,non-gaming,News,14,4.01,22402,898,,
KOR,non-payer,non-gaming,Health & Fitness,21,4.01,137840,5524,,
DEU,non-payer,non-gaming,Health & Fitness,30,4.01,56758,2276,,
DEU,non-payer,Gaming,MidCore,29,4.01,244463,9811,,
USA,non-payer,non-gaming,Health & Fitness,9,4,82762,3307,,
IND,payer,non-gaming,Finance (Financial Health & Banking),9,4,4751,190,,
IND,non-payer,non-gaming,Utility & Productivity,11,4,2838590,113525,,
DEU,payer,non-gaming,Finance (Trading & Investing),15,4,1874,75,,
CAN,payer,non-gaming,Education,17,4,25,1,,
CAN,payer,non-gaming,Education,18,4,25,1,,
CAN,payer,non-gaming,Education,19,4,25,1,,
CAN,payer,non-gaming,Education,20,4,25,1,,
CAN,payer,non-gaming,Education,21,4,25,1,,
KOR,non-payer,non-gaming,Entertainment,23,4,71647,2865,,
IDN,non-payer,non-gaming,Loyalty,28,4,40436,1616,,
FRA,payer,non-gaming,Dating,29,4,1574,63,,
KOR,non-payer,Gaming,Other Gaming,28,4,155156,6209,,
AUS,non-payer,non-gaming,Travel,15,3.99,576,23,,
BRA,payer,non-gaming,Other Consumer,18,3.99,1629,65,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),21,3.99,12779,510,,
FRA,non-payer,non-gaming,Other Consumer,23,3.99,48430,1934,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),24,3.99,6789,271,,
DEU,non-payer,non-gaming,Generative AI,25,3.99,27498,1097,,
IND,payer,non-gaming,Finance (Trading & Investing),27,3.99,109638,4370,,
FRA,payer,non-gaming,Dating,28,3.99,1577,63,,
USA,non-payer,non-gaming,Dating,17,3.98,175141,6967,,
USA,non-payer,non-gaming,Loyalty,29,3.98,229721,9149,,
IDN,non-payer,non-gaming,E-Commerce,30,3.98,267742,10656,,
KOR,non-payer,Gaming,Hypercasual,18,3.98,24533,976,,
BRA,non-payer,Gaming,Casino,19,3.98,84724,3375,,
IDN,non-payer,Gaming,MidCore,22,3.98,515070,20516,,
KOR,non-payer,non-gaming,News,13,3.97,1841,73,,
IDN,non-payer,non-gaming,Social,17,3.97,636379,25294,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),22,3.97,26877,1068,,
KOR,payer,non-gaming,Generative AI,25,3.97,1183,47,,
IND,non-payer,non-gaming,Generative AI,2,3.96,13931,552,,
FRA,non-payer,Gaming,MidCore,30,3.96,173132,6855,,
IND,non-payer,non-gaming,Other Consumer,10,3.95,1116524,44135,,
DEU,non-payer,non-gaming,RMG,15,3.95,3725,147,,
BRA,non-payer,non-gaming,Generative AI,27,3.95,7393,292,,
USA,non-payer,non-gaming,Travel,5,3.94,22621,891,,
IDN,non-payer,non-gaming,Finance (Financial Health & Banking),8,3.94,22490,887,,
BRA,non-payer,non-gaming,Social,20,3.94,161718,6373,,
AUS,non-payer,Gaming,MidCore,30,3.94,55996,2206,,
BRA,payer,non-gaming,Health & Fitness,9,3.93,1350,53,,
IND,payer,non-gaming,Travel,9,3.93,1653,65,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),28,3.93,74935,2944,,
AUS,non-payer,non-gaming,Dating,10,3.92,7300,286,,
CAN,non-payer,non-gaming,RMG,10,3.92,4291,168,,
IND,payer,non-gaming,Loyalty,14,3.92,3750,147,,
AUS,non-payer,non-gaming,Utility & Productivity,16,3.92,10718,420,,
USA,non-payer,non-gaming,Generative AI,25,3.92,303576,11897,,
IND,payer,non-gaming,Dating,27,3.92,87199,3417,,
AUS,non-payer,non-gaming,E-Commerce,12,3.91,17178,672,,
IND,non-payer,non-gaming,Education,12,3.91,45614,1783,,
CAN,non-payer,non-gaming,E-Commerce,1,3.9,282,11,,
IND,non-payer,non-gaming,On-Demand,23,3.9,1312037,51136,,
IND,non-payer,non-gaming,Entertainment,24,3.9,197617,7704,,
IND,non-payer,Gaming,Hypercasual,17,3.9,692509,26977,,
DEU,non-payer,Gaming,MidCore,30,3.9,244048,9522,,
FRA,non-payer,non-gaming,Health & Fitness,12,3.89,33697,1312,,
IND,non-payer,Gaming,Casino,10,3.89,982376,38223,,
IDN,non-payer,non-gaming,Utility & Productivity,9,3.88,46076,1787,,
DEU,non-payer,non-gaming,Dating,18,3.88,36078,1399,,
KOR,payer,non-gaming,RMG,21,3.88,490,19,,
FRA,non-payer,non-gaming,Dating,25,3.88,34382,1335,,
DEU,non-payer,non-gaming,Generative AI,26,3.88,27454,1064,,
DEU,non-payer,Gaming,Hypercasual,22,3.88,117482,4563,,
KOR,non-payer,Gaming,MidCore,30,3.88,589266,22848,,
KOR,non-payer,non-gaming,Finance (Financial Health & Banking),10,3.87,52484,2031,,
IND,non-payer,non-gaming,Dating,12,3.87,1863085,72171,,
IDN,non-payer,non-gaming,Dating,13,3.87,125875,4867,,
CAN,non-payer,non-gaming,Health & Fitness,13,3.87,7498,290,,
AUS,non-payer,non-gaming,Generative AI,19,3.87,6953,269,,
CAN,non-payer,Gaming,Hypercasual,22,3.87,26346,1020,,
FRA,non-payer,Gaming,Hypercasual,23,3.87,83182,3221,,
IND,payer,Gaming,Casino,27,3.87,21602,836,,
CAN,non-payer,Gaming,Casino,28,3.87,32056,1239,,
AUS,non-payer,non-gaming,Dating,11,3.86,7289,281,,
KOR,non-payer,non-gaming,Social,16,3.86,24125,931,,
FRA,non-payer,non-gaming,Generative AI,20,3.86,58066,2244,,
KOR,non-payer,non-gaming,Utility & Productivity,21,3.86,61992,2395,,
BRA,non-payer,non-gaming,Generative AI,28,3.86,7382,285,,
BRA,non-payer,Gaming,Hypercasual,16,3.86,259296,10002,,
BRA,non-payer,Gaming,MidCore,23,3.86,1352844,52285,,
CAN,payer,non-gaming,E-Commerce,3,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,4,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,5,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,6,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,7,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,8,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,9,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,10,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,11,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,12,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,13,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,14,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,15,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,16,3.85,26,1,,
CAN,payer,non-gaming,E-Commerce,17,3.85,26,1,,
CAN,non-payer,non-gaming,News,18,3.85,441,17,,
CAN,non-payer,non-gaming,Other Consumer,19,3.85,5999,231,,
KOR,non-payer,non-gaming,Dating,21,3.85,11339,436,,
IDN,non-payer,non-gaming,Loyalty,29,3.85,40360,1552,,
USA,non-payer,non-gaming,Loyalty,30,3.85,229314,8835,,
IDN,non-payer,Gaming,Other Gaming,22,3.85,192227,7405,,
BRA,non-payer,Gaming,Other Gaming,27,3.85,634161,24404,,
IDN,non-payer,non-gaming,News,9,3.84,23285,893,,
BRA,non-payer,non-gaming,Finance (Trading & Investing),22,3.84,93596,3593,,
KOR,non-payer,non-gaming,Entertainment,24,3.84,71503,2743,,
USA,non-payer,non-gaming,Education,28,3.84,10873,418,,
KOR,payer,non-gaming,Loyalty,30,3.84,6460,248,,
IDN,non-payer,Gaming,Hypercasual,15,3.84,73598,2823,,
KOR,non-payer,Gaming,Other Gaming,29,3.84,154825,5938,,
FRA,payer,non-gaming,Finance (Trading & Investing),21,3.83,1227,47,,
AUS,non-payer,Gaming,Hypercasual,28,3.83,15218,583,,
CAN,non-payer,non-gaming,Health & Fitness,14,3.82,7491,286,,
IND,non-payer,non-gaming,News,15,3.82,22351,853,,
IDN,non-payer,non-gaming,Other Consumer,15,3.82,11803,451,,
KOR,non-payer,non-gaming,RMG,15,3.82,25476,973,,
CAN,non-payer,non-gaming,Generative AI,20,3.82,11871,453,,
AUS,non-payer,non-gaming,Health & Fitness,21,3.82,3089,118,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),25,3.82,6774,259,,
IDN,non-payer,non-gaming,On-Demand,25,3.82,28912,1105,,
FRA,payer,non-gaming,Dating,30,3.82,1571,60,,
KOR,non-payer,Gaming,Hypercasual,19,3.82,24482,936,,
IDN,non-payer,Gaming,MidCore,23,3.82,513976,19615,,
KOR,non-payer,non-gaming,Loyalty,17,3.81,12622,481,,
IDN,non-payer,non-gaming,Social,18,3.81,635039,24220,,
CAN,non-payer,non-gaming,On-Demand,22,3.81,12547,478,,
IDN,payer,non-gaming,Other Consumer,24,3.81,289,11,,
IDN,payer,non-gaming,Other Consumer,25,3.81,289,11,,
KOR,payer,non-gaming,Generative AI,26,3.81,1180,45,,
IDN,payer,non-gaming,Other Consumer,26,3.81,289,11,,
USA,non-payer,Gaming,Hypercasual,13,3.81,71609,2726,,
IDN,payer,Gaming,Hypercasual,28,3.81,13718,523,,
IND,non-payer,non-gaming,E-Commerce,3,3.8,669120,25441,,
IND,non-payer,non-gaming,Loyalty,11,3.8,246558,9358,,
IND,payer,non-gaming,On-Demand,17,3.8,151033,5743,,
USA,non-payer,non-gaming,Dating,18,3.8,174737,6634,,
BRA,non-payer,non-gaming,Social,21,3.8,161410,6138,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),22,3.8,12749,484,,
IND,payer,non-gaming,Dating,28,3.8,87047,3305,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),29,3.8,74798,2841,,
BRA,non-payer,non-gaming,Generative AI,29,3.8,7375,280,,
BRA,non-payer,non-gaming,Utility & Productivity,10,3.79,80620,3053,,
IDN,non-payer,non-gaming,Generative AI,20,3.79,923,35,,
BRA,non-payer,non-gaming,RMG,1,3.78,3389,128,,
BRA,non-payer,non-gaming,Other Consumer,17,3.78,39538,1496,,
USA,non-payer,non-gaming,Generative AI,26,3.78,303009,11448,,
KOR,non-payer,non-gaming,Other Consumer,26,3.78,73425,2772,,
CAN,non-payer,non-gaming,Dating,8,3.77,11707,441,,
IND,payer,non-gaming,RMG,8,3.77,3126,118,,
IND,payer,non-gaming,Other Consumer,20,3.77,7345,277,,
FRA,non-payer,non-gaming,Dating,26,3.77,34320,1294,,
USA,non-payer,non-gaming,Health & Fitness,10,3.76,82552,3105,,
CAN,non-payer,non-gaming,Utility & Productivity,12,3.76,13866,522,,
AUS,non-payer,non-gaming,Other Consumer,28,3.76,4417,166,,
IDN,non-payer,Gaming,Casino,14,3.76,97056,3648,,
BRA,non-payer,Gaming,Casino,20,3.76,84507,3180,,
IDN,payer,Gaming,Casino,30,3.76,9399,353,,
DEU,payer,non-gaming,Finance (Trading & Investing),16,3.75,1869,70,,
FRA,non-payer,non-gaming,Other Consumer,24,3.75,48297,1813,,
DEU,non-payer,non-gaming,Generative AI,27,3.75,27411,1027,,
IND,non-payer,non-gaming,Health & Fitness,12,3.74,5300,198,,
IND,non-payer,non-gaming,Entertainment,25,3.74,197229,7384,,
KOR,payer,non-gaming,Finance (Trading & Investing),28,3.74,1951,73,,
IND,non-payer,non-gaming,Social,9,3.73,1466397,54726,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),23,3.73,26799,999,,
USA,non-payer,non-gaming,Education,29,3.73,10858,405,,
DEU,non-payer,Gaming,Hypercasual,23,3.73,117244,4375,,
IND,payer,Gaming,Casino,28,3.73,21559,804,,
FRA,non-payer,non-gaming,Health & Fitness,13,3.72,33625,1250,,
AUS,non-payer,non-gaming,Utility & Productivity,17,3.72,10693,398,,
IDN,non-payer,non-gaming,RMG,3,3.71,2100,78,,
IND,non-payer,non-gaming,On-Demand,24,3.71,1308978,48498,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),26,3.71,6764,251,,
IDN,non-payer,non-gaming,Loyalty,30,3.71,40294,1495,,
BRA,non-payer,non-gaming,Travel,5,3.7,4724,175,,
AUS,non-payer,non-gaming,Generative AI,20,3.7,6938,257,,
IDN,non-payer,non-gaming,Generative AI,22,3.7,918,34,,
AUS,non-payer,non-gaming,Health & Fitness,22,3.7,3082,114,,
IND,payer,non-gaming,Dating,29,3.7,86919,3216,,
CAN,non-payer,Gaming,Hypercasual,23,3.7,26292,973,,
FRA,non-payer,Gaming,Hypercasual,24,3.7,83009,3069,,
KOR,non-payer,Gaming,Other Gaming,30,3.7,154542,5721,,
CAN,non-payer,non-gaming,Health & Fitness,15,3.69,7479,276,,
IND,payer,non-gaming,Education,15,3.69,9557,353,,
DEU,non-payer,non-gaming,Dating,19,3.69,35998,1329,,
BRA,non-payer,non-gaming,Social,22,3.69,161147,5950,,
KOR,non-payer,non-gaming,Entertainment,25,3.69,71359,2630,,
BRA,non-payer,non-gaming,Generative AI,30,3.69,7364,272,,
KOR,non-payer,Gaming,Hypercasual,20,3.69,24437,902,,
BRA,non-payer,Gaming,MidCore,24,3.69,1349923,49841,,
CAN,non-payer,Gaming,Casino,29,3.69,31981,1179,,
IDN,payer,Gaming,Hypercasual,29,3.69,13696,505,,
CAN,non-payer,non-gaming,Other Consumer,20,3.68,5986,220,,
KOR,payer,non-gaming,RMG,22,3.68,489,18,,
KOR,payer,non-gaming,RMG,23,3.68,489,18,,
KOR,payer,non-gaming,RMG,24,3.68,489,18,,
IND,payer,non-gaming,Finance (Trading & Investing),28,3.68,109250,4023,,
KOR,payer,non-gaming,Dating,22,3.67,953,35,,
IND,non-payer,non-gaming,Dating,13,3.66,1858310,67994,,
IND,payer,non-gaming,Loyalty,15,3.66,3739,137,,
USA,non-payer,non-gaming,Education,30,3.66,10846,397,,
IDN,non-payer,Gaming,Other Gaming,23,3.66,191781,7015,,
IDN,non-payer,Gaming,MidCore,24,3.66,512927,18768,,
BRA,non-payer,Gaming,Other Gaming,28,3.66,632663,23133,,
IDN,non-payer,non-gaming,Finance (Financial Health & Banking),9,3.65,22413,817,,
IDN,non-payer,non-gaming,Dating,14,3.65,125529,4578,,
KOR,non-payer,non-gaming,News,14,3.65,1835,67,,
IDN,non-payer,non-gaming,Social,19,3.65,633699,23115,,
FRA,non-payer,non-gaming,Generative AI,21,3.65,57916,2113,,
KOR,non-payer,non-gaming,Health & Fitness,22,3.65,137256,5011,,
FRA,non-payer,non-gaming,Dating,27,3.65,34263,1249,,
AUS,non-payer,non-gaming,Other Consumer,29,3.65,4412,161,,
FRA,non-payer,non-gaming,Education,30,3.65,958,35,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),30,3.65,74654,2726,,
BRA,non-payer,Gaming,Hypercasual,17,3.65,258657,9438,,
IND,non-payer,Gaming,Hypercasual,18,3.65,690544,25177,,
IND,payer,non-gaming,Finance (Financial Health & Banking),10,3.64,4731,172,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),23,3.64,12725,463,,
